id,outage,outage_label,snapshot,snapshot_label,lastUpdateTime,currentEtor,autoEtor,estCustAffected,hazardFlag,latitude,longitude,regionName,regionName_label,cause,cause_label,crewCurrentStatus,crewCurrentStatus_label
1569913215:629455,629455,629455,1,2019-10-01 00:00:15-07:00,1569871755,1569992400,,1,0,40.55785,-124.14553,9,Fortuna,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:629544,629544,629544,1,2019-10-01 00:00:15-07:00,1569904245,1569924000,,31,0,37.25649,-121.94472,26,San Jose,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:629993,629993,629993,1,2019-10-01 00:00:15-07:00,1569859544,1569888000,,1,0,38.50277,-122.71038,30,Santa Rosa,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:630055,630055,630055,1,2019-10-01 00:00:15-07:00,1569857390,1570057200,,1,0,38.12243,-121.83043,21,Rio Vista,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:630855,630855,630855,1,2019-10-01 00:00:15-07:00,1569898234,1569888000,,4,0,37.73454,-122.13937,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:631014,631014,631014,1,2019-10-01 00:00:15-07:00,1569863082,1570138200,,1,0,39.0775,-121.52568,17,Olivehurst,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,4,PG&E is assessing the cause at the outage location.
1569913215:631074,631074,631074,1,2019-10-01 00:00:15-07:00,1569911358,1569927600,,1,0,37.29857,-121.97725,26,San Jose,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913215:631133,631133,631133,1,2019-10-01 00:00:15-07:00,1569884761,1569876300,1569876300,1,0,38.17765,-121.71222,21,Rio Vista,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913215:631174,631174,631174,1,2019-10-01 00:00:15-07:00,1569912583,1569920400,,30,0,37.84695,-122.21344,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:631354,631354,631354,1,2019-10-01 00:00:15-07:00,1569906909,1569927600,,1,0,35.30441,-120.77233,28,San Luis Obispo,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913215:631639,631639,631639,1,2019-10-01 00:00:15-07:00,1569882840,1569931200,,7,1,35.35389,-118.95864,2,Bakersfield,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:631794,631794,631794,1,2019-10-01 00:00:15-07:00,1569908932,1569943800,,1,0,36.37987,-119.92783,22,Riverdale,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:632115,632115,632115,1,2019-10-01 00:00:15-07:00,1569912057,1569931200,,1,1,37.56994,-122.31673,29,San Mateo,5,Our preliminary determination is that your outage was caused by a car that hit a pole.,2,PG&E repair crew is on-site working to restore power.
1569913215:632117,632117,632117,1,2019-10-01 00:00:15-07:00,1569907424,1569927600,,8,0,35.54847,-121.08542,3,Cambria,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:632153,632153,632153,1,2019-10-01 00:00:15-07:00,1569911471,1569920400,,1,0,37.89203,-122.03894,33,Walnut Creek,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:632414,632414,632414,1,2019-10-01 00:00:15-07:00,1569906053,1569920400,,1,0,38.31483,-122.33439,15,Napa,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:632474,632474,632474,1,2019-10-01 00:00:15-07:00,1569907353,1569916800,,1,0,36.29815,-119.76184,11,Lemoore,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:632633,632633,632633,1,2019-10-01 00:00:15-07:00,1569899919,1569978000,,1,1,38.37341,-121.54748,5,Clarksburg,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:632634,632634,632634,1,2019-10-01 00:00:15-07:00,1569900004,1569934800,,1,0,40.18335,-122.2206,20,Red Bluff,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:633157,633157,633157,1,2019-10-01 00:00:15-07:00,1569901221,1569924000,,3,0,36.61393,-121.56663,23,Salinas,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:633233,633233,633233,1,2019-10-01 00:00:15-07:00,1569911374,1569927600,,1,0,37.3361,-121.9288,26,San Jose,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913215:633373,633373,633373,1,2019-10-01 00:00:15-07:00,1569908835,1569973560,,1,0,38.36723,-121.54198,5,Clarksburg,4,Our preliminary determination is that your outage was caused by an emergency issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:633394,633394,633394,1,2019-10-01 00:00:15-07:00,1569909577,1569920400,,1,0,36.45004,-121.35438,31,Soledad,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:633410,633410,633410,1,2019-10-01 00:00:15-07:00,1569912719,1569920400,,6,0,37.83977,-122.12694,14,Moraga,5,Our preliminary determination is that your outage was caused by a car that hit a pole.,2,PG&E repair crew is on-site working to restore power.
1569913215:633433,633433,633433,1,2019-10-01 00:00:15-07:00,1569907996,1569956400,,1,0,38.65738,-121.77805,34,Woodland,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:633435,633435,633435,1,2019-10-01 00:00:15-07:00,1569907248,1569924000,,13,0,36.81337,-120.25931,8,Firebaugh,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:633444,633444,633444,1,2019-10-01 00:00:15-07:00,1569908466,1569931200,,5,0,37.04293,-122.09002,7,Felton,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:633451,633451,633451,1,2019-10-01 00:00:15-07:00,1569899819,1569927600,,33,0,37.66234,-121.69662,12,Livermore,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:633458,633458,633458,1,2019-10-01 00:00:15-07:00,1569900965,1569924000,,5,0,40.78042,-124.18235,6,Eureka,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913215:633460,633460,633460,1,2019-10-01 00:00:15-07:00,1569908788,1569931200,,1,0,38.69685,-120.77764,19,Placerville,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:633461,633461,633461,1,2019-10-01 00:00:15-07:00,1569912628,1569927600,,1,0,35.15723,-120.672,18,Pismo Beach,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569913215:633463,633463,633463,1,2019-10-01 00:00:15-07:00,1569904577,1569934800,,296,0,37.75335,-122.42778,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:633467,633467,633467,1,2019-10-01 00:00:15-07:00,1569905941,1569931200,,48,0,37.76364,-122.38797,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:633470,633470,633470,1,2019-10-01 00:00:15-07:00,1569904626,,,97,0,37.75354,-122.42749,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,3,PG&E is sending a repair crew to the outage location.
1569913215:633477,633477,633477,1,2019-10-01 00:00:15-07:00,1569906944,,,100,0,37.75326,-122.42691,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913215:633478,633478,633478,1,2019-10-01 00:00:15-07:00,1569911677,1569915900,1569915900,1,0,37.25687,-120.43449,13,Merced,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913215:633479,633479,633479,1,2019-10-01 00:00:15-07:00,1569906271,1569934800,,45,0,37.75334,-122.42578,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,1,PG&E has assigned a crew to assess the outage.
1569913215:633480,633480,633480,1,2019-10-01 00:00:15-07:00,1569912037,1569915900,1569915900,1,1,37.70999,-122.17583,27,San Leandro,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569913215:633481,633481,633481,1,2019-10-01 00:00:15-07:00,1569906847,1569934800,,4,0,37.69717,-122.08699,4,Castro Valley,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:633483,633483,633483,1,2019-10-01 00:00:15-07:00,1569911451,1569934800,,17,0,37.50476,-122.25824,24,San Carlos,4,Our preliminary determination is that your outage was caused by an emergency issue.,4,PG&E is assessing the cause at the outage location.
1569913215:633484,633484,633484,1,2019-10-01 00:00:15-07:00,1569909863,,,1,0,37.75475,-122.42896,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913215:633485,633485,633485,1,2019-10-01 00:00:15-07:00,1569910961,1569942000,,6,0,38.1891,-120.82691,32,Valley Springs,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913215:633488,633488,633488,1,2019-10-01 00:00:15-07:00,1569912932,1569924900,1569924900,27,0,35.99202,-119.57146,10,Kettleman City,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913215:633492,633492,633492,1,2019-10-01 00:00:15-07:00,1569912557,1569924900,1569924900,274,0,37.09211,-119.55301,1,Auberry,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:629455,629455,629455,2,2019-10-01 00:10:38-07:00,1569871755,1569992400,,1,0,40.55785,-124.14553,9,Fortuna,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:629544,629544,629544,2,2019-10-01 00:10:38-07:00,1569904245,1569924000,,31,0,37.25649,-121.94472,26,San Jose,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:629993,629993,629993,2,2019-10-01 00:10:38-07:00,1569859544,1569888000,,1,0,38.50277,-122.71038,30,Santa Rosa,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:630055,630055,630055,2,2019-10-01 00:10:38-07:00,1569857390,1570057200,,1,0,38.12243,-121.83043,21,Rio Vista,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:630855,630855,630855,2,2019-10-01 00:10:38-07:00,1569898234,1569888000,,4,0,37.73454,-122.13937,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:631014,631014,631014,2,2019-10-01 00:10:38-07:00,1569863082,1570138200,,1,0,39.0775,-121.52568,17,Olivehurst,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,4,PG&E is assessing the cause at the outage location.
1569913838:631074,631074,631074,2,2019-10-01 00:10:38-07:00,1569911358,1569927600,,1,0,37.29857,-121.97725,26,San Jose,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:631133,631133,631133,2,2019-10-01 00:10:38-07:00,1569884761,1569876300,1569876300,1,0,38.17765,-121.71222,21,Rio Vista,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:631174,631174,631174,2,2019-10-01 00:10:38-07:00,1569913466,1569920400,,30,0,37.84695,-122.21344,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:631354,631354,631354,2,2019-10-01 00:10:38-07:00,1569906909,1569927600,,1,0,35.30441,-120.77233,28,San Luis Obispo,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:631639,631639,631639,2,2019-10-01 00:10:38-07:00,1569882840,1569931200,,7,1,35.35389,-118.95864,2,Bakersfield,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:631794,631794,631794,2,2019-10-01 00:10:38-07:00,1569908932,1569943800,,1,0,36.37987,-119.92783,22,Riverdale,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:632115,632115,632115,2,2019-10-01 00:10:38-07:00,1569912057,1569931200,,1,1,37.56994,-122.31673,29,San Mateo,5,Our preliminary determination is that your outage was caused by a car that hit a pole.,2,PG&E repair crew is on-site working to restore power.
1569913838:632117,632117,632117,2,2019-10-01 00:10:38-07:00,1569907424,1569927600,,8,0,35.54847,-121.08542,3,Cambria,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:632153,632153,632153,2,2019-10-01 00:10:38-07:00,1569911471,1569920400,,1,0,37.89203,-122.03894,33,Walnut Creek,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:632414,632414,632414,2,2019-10-01 00:10:38-07:00,1569906053,1569920400,,1,0,38.31483,-122.33439,15,Napa,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:632474,632474,632474,2,2019-10-01 00:10:38-07:00,1569907353,1569916800,,1,0,36.29815,-119.76184,11,Lemoore,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:632633,632633,632633,2,2019-10-01 00:10:38-07:00,1569899919,1569978000,,1,1,38.37341,-121.54748,5,Clarksburg,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:632634,632634,632634,2,2019-10-01 00:10:38-07:00,1569900004,1569934800,,1,0,40.18335,-122.2206,20,Red Bluff,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:633157,633157,633157,2,2019-10-01 00:10:38-07:00,1569901221,1569924000,,3,0,36.61393,-121.56663,23,Salinas,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:633233,633233,633233,2,2019-10-01 00:10:38-07:00,1569911374,1569927600,,1,0,37.3361,-121.9288,26,San Jose,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:633373,633373,633373,2,2019-10-01 00:10:38-07:00,1569908835,1569973560,,1,0,38.36723,-121.54198,5,Clarksburg,4,Our preliminary determination is that your outage was caused by an emergency issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:633394,633394,633394,2,2019-10-01 00:10:38-07:00,1569909577,1569920400,,1,0,36.45004,-121.35438,31,Soledad,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:633410,633410,633410,2,2019-10-01 00:10:38-07:00,1569912719,1569920400,,6,0,37.83977,-122.12694,14,Moraga,5,Our preliminary determination is that your outage was caused by a car that hit a pole.,2,PG&E repair crew is on-site working to restore power.
1569913838:633433,633433,633433,2,2019-10-01 00:10:38-07:00,1569907996,1569956400,,1,0,38.65738,-121.77805,34,Woodland,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:633435,633435,633435,2,2019-10-01 00:10:38-07:00,1569907248,1569924000,,13,0,36.81337,-120.25931,8,Firebaugh,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:633444,633444,633444,2,2019-10-01 00:10:38-07:00,1569908466,1569931200,,5,0,37.04293,-122.09002,7,Felton,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:633451,633451,633451,2,2019-10-01 00:10:38-07:00,1569899819,1569927600,,33,0,37.66234,-121.69662,12,Livermore,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:633458,633458,633458,2,2019-10-01 00:10:38-07:00,1569900965,1569924000,,5,0,40.78042,-124.18235,6,Eureka,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569913838:633460,633460,633460,2,2019-10-01 00:10:38-07:00,1569908788,1569931200,,1,0,38.69685,-120.77764,19,Placerville,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:633461,633461,633461,2,2019-10-01 00:10:38-07:00,1569912628,1569927600,,1,0,35.15723,-120.672,18,Pismo Beach,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569913838:633463,633463,633463,2,2019-10-01 00:10:38-07:00,1569904577,1569934800,,296,0,37.75335,-122.42778,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:633467,633467,633467,2,2019-10-01 00:10:38-07:00,1569905941,1569931200,,48,0,37.76364,-122.38797,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:633470,633470,633470,2,2019-10-01 00:10:38-07:00,1569904626,,,97,0,37.75354,-122.42749,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,3,PG&E is sending a repair crew to the outage location.
1569913838:633477,633477,633477,2,2019-10-01 00:10:38-07:00,1569906944,,,100,0,37.75326,-122.42691,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:633478,633478,633478,2,2019-10-01 00:10:38-07:00,1569911677,1569915900,1569915900,1,0,37.25687,-120.43449,13,Merced,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569913838:633479,633479,633479,2,2019-10-01 00:10:38-07:00,1569906271,1569934800,,45,0,37.75334,-122.42578,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,1,PG&E has assigned a crew to assess the outage.
1569913838:633480,633480,633480,2,2019-10-01 00:10:38-07:00,1569912037,1569915900,1569915900,1,1,37.70999,-122.17583,27,San Leandro,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569913838:633481,633481,633481,2,2019-10-01 00:10:38-07:00,1569906847,1569934800,,4,0,37.69717,-122.08699,4,Castro Valley,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:633483,633483,633483,2,2019-10-01 00:10:38-07:00,1569911451,1569934800,,17,0,37.50476,-122.25824,24,San Carlos,4,Our preliminary determination is that your outage was caused by an emergency issue.,4,PG&E is assessing the cause at the outage location.
1569913838:633484,633484,633484,2,2019-10-01 00:10:38-07:00,1569909863,,,1,0,37.75475,-122.42896,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:633485,633485,633485,2,2019-10-01 00:10:38-07:00,1569910961,1569942000,,6,0,38.1891,-120.82691,32,Valley Springs,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569913838:633488,633488,633488,2,2019-10-01 00:10:38-07:00,1569913570,1569924900,1569924900,27,1,35.99202,-119.57146,10,Kettleman City,1,Unknown - PG&E will be assessing the cause.,5,PG&E assessment crew is en route to the outage.
1569913838:633492,633492,633492,2,2019-10-01 00:10:38-07:00,1569913482,1569924900,1569924900,0,0,37.09211,-119.55301,1,Auberry,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569913838:633503,633503,633503,2,2019-10-01 00:10:38-07:00,1569913351,1569923100,1569923100,1,1,36.76072,-119.7904,35,Fresno,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569914414:629455,629455,629455,3,2019-10-01 00:20:14-07:00,1569871755,1569992400,,1,0,40.55785,-124.14553,9,Fortuna,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:629544,629544,629544,3,2019-10-01 00:20:14-07:00,1569904245,1569924000,,31,0,37.25649,-121.94472,26,San Jose,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:629993,629993,629993,3,2019-10-01 00:20:14-07:00,1569859544,1569888000,,1,0,38.50277,-122.71038,30,Santa Rosa,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569914414:630055,630055,630055,3,2019-10-01 00:20:14-07:00,1569857390,1570057200,,1,0,38.12243,-121.83043,21,Rio Vista,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569914414:630855,630855,630855,3,2019-10-01 00:20:14-07:00,1569898234,1569888000,,4,0,37.73454,-122.13937,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569914414:631014,631014,631014,3,2019-10-01 00:20:14-07:00,1569863082,1570138200,,1,0,39.0775,-121.52568,17,Olivehurst,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,4,PG&E is assessing the cause at the outage location.
1569914414:631133,631133,631133,3,2019-10-01 00:20:14-07:00,1569884761,1569876300,1569876300,1,0,38.17765,-121.71222,21,Rio Vista,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569914414:631354,631354,631354,3,2019-10-01 00:20:14-07:00,1569906909,1569927600,,1,0,35.30441,-120.77233,28,San Luis Obispo,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569914414:631639,631639,631639,3,2019-10-01 00:20:14-07:00,1569882840,1569931200,,7,1,35.35389,-118.95864,2,Bakersfield,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:631794,631794,631794,3,2019-10-01 00:20:14-07:00,1569908932,1569943800,,1,0,36.37987,-119.92783,22,Riverdale,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:632115,632115,632115,3,2019-10-01 00:20:14-07:00,1569912057,1569931200,,1,1,37.56994,-122.31673,29,San Mateo,5,Our preliminary determination is that your outage was caused by a car that hit a pole.,2,PG&E repair crew is on-site working to restore power.
1569914414:632117,632117,632117,3,2019-10-01 00:20:14-07:00,1569907424,1569927600,,8,0,35.54847,-121.08542,3,Cambria,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:632153,632153,632153,3,2019-10-01 00:20:14-07:00,1569911471,1569920400,,1,0,37.89203,-122.03894,33,Walnut Creek,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569914414:632414,632414,632414,3,2019-10-01 00:20:14-07:00,1569906053,1569920400,,1,0,38.31483,-122.33439,15,Napa,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569914414:632474,632474,632474,3,2019-10-01 00:20:14-07:00,1569907353,1569916800,,1,0,36.29815,-119.76184,11,Lemoore,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:632633,632633,632633,3,2019-10-01 00:20:14-07:00,1569899919,1569978000,,1,1,38.37341,-121.54748,5,Clarksburg,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569914414:632634,632634,632634,3,2019-10-01 00:20:14-07:00,1569900004,1569934800,,1,0,40.18335,-122.2206,20,Red Bluff,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:633157,633157,633157,3,2019-10-01 00:20:14-07:00,1569901221,1569924000,,3,0,36.61393,-121.56663,23,Salinas,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:633233,633233,633233,3,2019-10-01 00:20:14-07:00,1569911374,1569927600,,1,0,37.3361,-121.9288,26,San Jose,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569914414:633373,633373,633373,3,2019-10-01 00:20:14-07:00,1569908835,1569973560,,1,0,38.36723,-121.54198,5,Clarksburg,4,Our preliminary determination is that your outage was caused by an emergency issue.,3,PG&E is sending a repair crew to the outage location.
1569914414:633394,633394,633394,3,2019-10-01 00:20:14-07:00,1569909577,1569920400,,1,0,36.45004,-121.35438,31,Soledad,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569914414:633433,633433,633433,3,2019-10-01 00:20:14-07:00,1569907996,1569956400,,1,0,38.65738,-121.77805,34,Woodland,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569914414:633435,633435,633435,3,2019-10-01 00:20:14-07:00,1569907248,1569924000,,13,0,36.81337,-120.25931,8,Firebaugh,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:633444,633444,633444,3,2019-10-01 00:20:14-07:00,1569908466,1569931200,,5,0,37.04293,-122.09002,7,Felton,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:633451,633451,633451,3,2019-10-01 00:20:14-07:00,1569899819,1569927600,,33,0,37.66234,-121.69662,12,Livermore,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569914414:633458,633458,633458,3,2019-10-01 00:20:14-07:00,1569900965,1569924000,,5,0,40.78042,-124.18235,6,Eureka,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:633460,633460,633460,3,2019-10-01 00:20:14-07:00,1569913585,1569931200,,1,0,38.69685,-120.77764,19,Placerville,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569914414:633461,633461,633461,3,2019-10-01 00:20:14-07:00,1569912628,1569927600,,1,0,35.15723,-120.672,18,Pismo Beach,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569914414:633463,633463,633463,3,2019-10-01 00:20:14-07:00,1569904577,1569934800,,296,0,37.75335,-122.42778,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569914414:633467,633467,633467,3,2019-10-01 00:20:14-07:00,1569905941,1569931200,,48,0,37.76364,-122.38797,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569914414:633470,633470,633470,3,2019-10-01 00:20:14-07:00,1569904626,,,97,0,37.75354,-122.42749,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,3,PG&E is sending a repair crew to the outage location.
1569914414:633477,633477,633477,3,2019-10-01 00:20:14-07:00,1569906944,,,100,0,37.75326,-122.42691,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
