id,outage,outage_label,snapshot,snapshot_label,lastUpdateTime,currentEtor,autoEtor,estCustAffected,hazardFlag,latitude,longitude,regionName,regionName_label,cause,cause_label,crewCurrentStatus,crewCurrentStatus_label
1569915624:633480,633480,633480,5,2019-10-01 00:40:24-07:00,1569914195,1569935760,,1,1,37.70999,-122.17583,27,San Leandro,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569915624:633481,633481,633481,5,2019-10-01 00:40:24-07:00,1569906847,1569934800,,4,0,37.69717,-122.08699,4,Castro Valley,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569915624:633483,633483,633483,5,2019-10-01 00:40:24-07:00,1569911451,1569934800,,17,0,37.50476,-122.25824,24,San Carlos,4,Our preliminary determination is that your outage was caused by an emergency issue.,4,PG&E is assessing the cause at the outage location.
1569915624:633484,633484,633484,5,2019-10-01 00:40:24-07:00,1569909863,,,1,0,37.75475,-122.42896,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569915624:633485,633485,633485,5,2019-10-01 00:40:24-07:00,1569910961,1569942000,,6,0,38.1891,-120.82691,32,Valley Springs,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569915624:633488,633488,633488,5,2019-10-01 00:40:24-07:00,1569914766,1569924900,1569924900,27,1,35.99202,-119.57146,10,Kettleman City,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569915624:633503,633503,633503,5,2019-10-01 00:40:24-07:00,1569915256,1569923100,1569923100,1,1,36.76072,-119.7904,35,Fresno,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569915624:633504,633504,633504,5,2019-10-01 00:40:24-07:00,1569914702,1569943800,,1,0,37.25754,-120.4345,13,Merced,1,Unknown - PG&E will be assessing the cause.,5,PG&E assessment crew is en route to the outage.
1569915624:633505,633505,633505,5,2019-10-01 00:40:24-07:00,1569914123,1569929400,1569929400,1,0,37.66473,-121.92102,36,Pleasanton,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569915624:633506,633506,633506,5,2019-10-01 00:40:24-07:00,1569915028,1569926700,1569926700,1,0,37.95652,-122.11536,37,Martinez,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569915624:633507,633507,633507,5,2019-10-01 00:40:24-07:00,1569915038,1569926700,1569926700,1,0,37.95491,-122.11647,37,Martinez,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:629455,629455,629455,6,2019-10-01 00:50:31-07:00,1569871755,1569992400,,1,0,40.55785,-124.14553,9,Fortuna,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:629544,629544,629544,6,2019-10-01 00:50:31-07:00,1569904245,1569924000,,31,0,37.25649,-121.94472,26,San Jose,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:629993,629993,629993,6,2019-10-01 00:50:31-07:00,1569859544,1569888000,,1,0,38.50277,-122.71038,30,Santa Rosa,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:630055,630055,630055,6,2019-10-01 00:50:31-07:00,1569857390,1570057200,,1,0,38.12243,-121.83043,21,Rio Vista,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:630855,630855,630855,6,2019-10-01 00:50:31-07:00,1569898234,1569888000,,4,0,37.73454,-122.13937,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:631014,631014,631014,6,2019-10-01 00:50:31-07:00,1569863082,1570138200,,1,0,39.0775,-121.52568,17,Olivehurst,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,4,PG&E is assessing the cause at the outage location.
1569916231:631133,631133,631133,6,2019-10-01 00:50:31-07:00,1569884761,1569876300,1569876300,1,0,38.17765,-121.71222,21,Rio Vista,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:631354,631354,631354,6,2019-10-01 00:50:31-07:00,1569906909,1569927600,,1,0,35.30441,-120.77233,28,San Luis Obispo,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:631639,631639,631639,6,2019-10-01 00:50:31-07:00,1569882840,1569931200,,7,1,35.35389,-118.95864,2,Bakersfield,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:631794,631794,631794,6,2019-10-01 00:50:31-07:00,1569908932,1569943800,,1,0,36.37987,-119.92783,22,Riverdale,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:632117,632117,632117,6,2019-10-01 00:50:31-07:00,1569907424,1569927600,,8,0,35.54847,-121.08542,3,Cambria,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:632153,632153,632153,6,2019-10-01 00:50:31-07:00,1569911471,1569920400,,1,0,37.89203,-122.03894,33,Walnut Creek,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916231:632414,632414,632414,6,2019-10-01 00:50:31-07:00,1569906053,1569920400,,1,0,38.31483,-122.33439,15,Napa,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916231:632474,632474,632474,6,2019-10-01 00:50:31-07:00,1569915321,1569945600,,1,0,36.29815,-119.76184,11,Lemoore,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:632633,632633,632633,6,2019-10-01 00:50:31-07:00,1569899919,1569978000,,1,1,38.37341,-121.54748,5,Clarksburg,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916231:632634,632634,632634,6,2019-10-01 00:50:31-07:00,1569900004,1569934800,,1,0,40.18335,-122.2206,20,Red Bluff,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:633157,633157,633157,6,2019-10-01 00:50:31-07:00,1569901221,1569924000,,3,0,36.61393,-121.56663,23,Salinas,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:633233,633233,633233,6,2019-10-01 00:50:31-07:00,1569911374,1569927600,,1,0,37.3361,-121.9288,26,San Jose,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:633373,633373,633373,6,2019-10-01 00:50:31-07:00,1569908835,1569973560,,1,0,38.36723,-121.54198,5,Clarksburg,4,Our preliminary determination is that your outage was caused by an emergency issue.,3,PG&E is sending a repair crew to the outage location.
1569916231:633394,633394,633394,6,2019-10-01 00:50:31-07:00,1569909577,1569920400,,1,0,36.45004,-121.35438,31,Soledad,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916231:633433,633433,633433,6,2019-10-01 00:50:31-07:00,1569915690,1569956400,,1,0,38.65738,-121.77805,34,Woodland,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916231:633435,633435,633435,6,2019-10-01 00:50:31-07:00,1569907248,1569924000,,13,0,36.81337,-120.25931,8,Firebaugh,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:633444,633444,633444,6,2019-10-01 00:50:31-07:00,1569908466,1569931200,,5,0,37.04293,-122.09002,7,Felton,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:633451,633451,633451,6,2019-10-01 00:50:31-07:00,1569899819,1569927600,,33,0,37.66234,-121.69662,12,Livermore,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:633458,633458,633458,6,2019-10-01 00:50:31-07:00,1569900965,1569924000,,5,0,40.78042,-124.18235,6,Eureka,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:633460,633460,633460,6,2019-10-01 00:50:31-07:00,1569913585,1569931200,,1,0,38.69685,-120.77764,19,Placerville,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916231:633463,633463,633463,6,2019-10-01 00:50:31-07:00,1569904577,1569934800,,296,0,37.75335,-122.42778,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:633467,633467,633467,6,2019-10-01 00:50:31-07:00,1569905941,1569931200,,48,0,37.76364,-122.38797,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:633470,633470,633470,6,2019-10-01 00:50:31-07:00,1569904626,,,97,0,37.75354,-122.42749,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,3,PG&E is sending a repair crew to the outage location.
1569916231:633477,633477,633477,6,2019-10-01 00:50:31-07:00,1569906944,,,100,0,37.75326,-122.42691,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:633478,633478,633478,6,2019-10-01 00:50:31-07:00,1569914278,1569943800,,1,0,37.25687,-120.43449,13,Merced,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916231:633479,633479,633479,6,2019-10-01 00:50:31-07:00,1569906271,1569934800,,45,0,37.75334,-122.42578,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,1,PG&E has assigned a crew to assess the outage.
1569916231:633480,633480,633480,6,2019-10-01 00:50:31-07:00,1569914195,1569935760,,1,1,37.70999,-122.17583,27,San Leandro,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569916231:633481,633481,633481,6,2019-10-01 00:50:31-07:00,1569906847,1569934800,,4,0,37.69717,-122.08699,4,Castro Valley,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:633483,633483,633483,6,2019-10-01 00:50:31-07:00,1569911451,1569934800,,17,0,37.50476,-122.25824,24,San Carlos,4,Our preliminary determination is that your outage was caused by an emergency issue.,4,PG&E is assessing the cause at the outage location.
1569916231:633484,633484,633484,6,2019-10-01 00:50:31-07:00,1569909863,,,1,0,37.75475,-122.42896,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:633485,633485,633485,6,2019-10-01 00:50:31-07:00,1569910961,1569942000,,6,0,38.1891,-120.82691,32,Valley Springs,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916231:633488,633488,633488,6,2019-10-01 00:50:31-07:00,1569914766,1569924900,1569924900,27,1,35.99202,-119.57146,10,Kettleman City,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569916231:633504,633504,633504,6,2019-10-01 00:50:31-07:00,1569915929,1569943800,,1,0,37.25754,-120.4345,13,Merced,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569916231:633505,633505,633505,6,2019-10-01 00:50:31-07:00,1569914123,1569929400,1569929400,1,0,37.66473,-121.92102,36,Pleasanton,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:633506,633506,633506,6,2019-10-01 00:50:31-07:00,1569915831,1569926700,1569926700,1,0,37.95652,-122.11536,37,Martinez,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916231:633507,633507,633507,6,2019-10-01 00:50:31-07:00,1569915634,1569926700,1569926700,1,0,37.95491,-122.11647,37,Martinez,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916815:629455,629455,629455,7,2019-10-01 01:00:15-07:00,1569871755,1569992400,,1,0,40.55785,-124.14553,9,Fortuna,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:629544,629544,629544,7,2019-10-01 01:00:15-07:00,1569904245,1569924000,,31,0,37.25649,-121.94472,26,San Jose,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:629993,629993,629993,7,2019-10-01 01:00:15-07:00,1569859544,1569888000,,1,0,38.50277,-122.71038,30,Santa Rosa,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:630055,630055,630055,7,2019-10-01 01:00:15-07:00,1569857390,1570057200,,1,0,38.12243,-121.83043,21,Rio Vista,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:630855,630855,630855,7,2019-10-01 01:00:15-07:00,1569898234,1569888000,,4,0,37.73454,-122.13937,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:631014,631014,631014,7,2019-10-01 01:00:15-07:00,1569863082,1570138200,,1,0,39.0775,-121.52568,17,Olivehurst,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,4,PG&E is assessing the cause at the outage location.
1569916815:631133,631133,631133,7,2019-10-01 01:00:15-07:00,1569884761,1569876300,1569876300,1,0,38.17765,-121.71222,21,Rio Vista,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916815:631354,631354,631354,7,2019-10-01 01:00:15-07:00,1569906909,1569927600,,1,0,35.30441,-120.77233,28,San Luis Obispo,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916815:631639,631639,631639,7,2019-10-01 01:00:15-07:00,1569882840,1569931200,,7,1,35.35389,-118.95864,2,Bakersfield,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:631794,631794,631794,7,2019-10-01 01:00:15-07:00,1569908932,1569943800,,1,0,36.37987,-119.92783,22,Riverdale,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:632117,632117,632117,7,2019-10-01 01:00:15-07:00,1569907424,1569927600,,8,0,35.54847,-121.08542,3,Cambria,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:632153,632153,632153,7,2019-10-01 01:00:15-07:00,1569911471,1569920400,,1,0,37.89203,-122.03894,33,Walnut Creek,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916815:632414,632414,632414,7,2019-10-01 01:00:15-07:00,1569906053,1569920400,,1,0,38.31483,-122.33439,15,Napa,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916815:632474,632474,632474,7,2019-10-01 01:00:15-07:00,1569915321,1569945600,,1,0,36.29815,-119.76184,11,Lemoore,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:632633,632633,632633,7,2019-10-01 01:00:15-07:00,1569899919,1569978000,,1,1,38.37341,-121.54748,5,Clarksburg,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916815:632634,632634,632634,7,2019-10-01 01:00:15-07:00,1569900004,1569934800,,1,0,40.18335,-122.2206,20,Red Bluff,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:633157,633157,633157,7,2019-10-01 01:00:15-07:00,1569901221,1569924000,,3,0,36.61393,-121.56663,23,Salinas,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:633373,633373,633373,7,2019-10-01 01:00:15-07:00,1569908835,1569973560,,1,0,38.36723,-121.54198,5,Clarksburg,4,Our preliminary determination is that your outage was caused by an emergency issue.,3,PG&E is sending a repair crew to the outage location.
1569916815:633394,633394,633394,7,2019-10-01 01:00:15-07:00,1569909577,1569920400,,1,0,36.45004,-121.35438,31,Soledad,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916815:633433,633433,633433,7,2019-10-01 01:00:15-07:00,1569915690,1569956400,,1,0,38.65738,-121.77805,34,Woodland,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916815:633435,633435,633435,7,2019-10-01 01:00:15-07:00,1569907248,1569924000,,13,0,36.81337,-120.25931,8,Firebaugh,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:633444,633444,633444,7,2019-10-01 01:00:15-07:00,1569908466,1569931200,,5,0,37.04293,-122.09002,7,Felton,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:633451,633451,633451,7,2019-10-01 01:00:15-07:00,1569899819,1569927600,,33,0,37.66234,-121.69662,12,Livermore,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:633458,633458,633458,7,2019-10-01 01:00:15-07:00,1569900965,1569924000,,5,0,40.78042,-124.18235,6,Eureka,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:633460,633460,633460,7,2019-10-01 01:00:15-07:00,1569913585,1569931200,,1,0,38.69685,-120.77764,19,Placerville,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569916815:633463,633463,633463,7,2019-10-01 01:00:15-07:00,1569904577,1569934800,,296,0,37.75335,-122.42778,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:633467,633467,633467,7,2019-10-01 01:00:15-07:00,1569905941,1569931200,,48,0,37.76364,-122.38797,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:633470,633470,633470,7,2019-10-01 01:00:15-07:00,1569904626,,,97,0,37.75354,-122.42749,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,3,PG&E is sending a repair crew to the outage location.
1569916815:633477,633477,633477,7,2019-10-01 01:00:15-07:00,1569906944,,,100,0,37.75326,-122.42691,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916815:633478,633478,633478,7,2019-10-01 01:00:15-07:00,1569914278,1569943800,,1,0,37.25687,-120.43449,13,Merced,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569916815:633479,633479,633479,7,2019-10-01 01:00:15-07:00,1569906271,1569934800,,45,0,37.75334,-122.42578,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,1,PG&E has assigned a crew to assess the outage.
1569916815:633480,633480,633480,7,2019-10-01 01:00:15-07:00,1569914195,1569935760,,1,1,37.70999,-122.17583,27,San Leandro,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569916815:633481,633481,633481,7,2019-10-01 01:00:15-07:00,1569906847,1569934800,,4,0,37.69717,-122.08699,4,Castro Valley,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:633483,633483,633483,7,2019-10-01 01:00:15-07:00,1569911451,1569934800,,17,0,37.50476,-122.25824,24,San Carlos,4,Our preliminary determination is that your outage was caused by an emergency issue.,4,PG&E is assessing the cause at the outage location.
1569916815:633484,633484,633484,7,2019-10-01 01:00:15-07:00,1569909863,,,1,0,37.75475,-122.42896,25,San Francisco,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569916815:633485,633485,633485,7,2019-10-01 01:00:15-07:00,1569910961,1569942000,,6,0,38.1891,-120.82691,32,Valley Springs,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569916815:633488,633488,633488,7,2019-10-01 01:00:15-07:00,1569914766,1569924900,1569924900,27,1,35.99202,-119.57146,10,Kettleman City,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569916815:633504,633504,633504,7,2019-10-01 01:00:15-07:00,1569915929,1569943800,,1,0,37.25754,-120.4345,13,Merced,6,PG&E is investigating the cause of your outage.,4,PG&E is assessing the cause at the outage location.
1569916815:633505,633505,633505,7,2019-10-01 01:00:15-07:00,1569916057,1569929400,1569929400,1,0,37.66473,-121.92102,36,Pleasanton,1,Unknown - PG&E will be assessing the cause.,5,PG&E assessment crew is en route to the outage.
1569916815:633508,633508,633508,7,2019-10-01 01:00:15-07:00,1569916157,1569928500,1569928500,4,0,37.77156,-121.42335,38,Tracy,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569917417:629455,629455,629455,8,2019-10-01 01:10:17-07:00,1569871755,1569992400,,1,0,40.55785,-124.14553,9,Fortuna,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:629544,629544,629544,8,2019-10-01 01:10:17-07:00,1569904245,1569924000,,31,0,37.25649,-121.94472,26,San Jose,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:629993,629993,629993,8,2019-10-01 01:10:17-07:00,1569859544,1569888000,,1,0,38.50277,-122.71038,30,Santa Rosa,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569917417:630055,630055,630055,8,2019-10-01 01:10:17-07:00,1569857390,1570057200,,1,0,38.12243,-121.83043,21,Rio Vista,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569917417:630855,630855,630855,8,2019-10-01 01:10:17-07:00,1569898234,1569888000,,4,0,37.73454,-122.13937,16,Oakland,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569917417:631014,631014,631014,8,2019-10-01 01:10:17-07:00,1569863082,1570138200,,1,0,39.0775,-121.52568,17,Olivehurst,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,4,PG&E is assessing the cause at the outage location.
1569917417:631133,631133,631133,8,2019-10-01 01:10:17-07:00,1569884761,1569876300,1569876300,1,0,38.17765,-121.71222,21,Rio Vista,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569917417:631354,631354,631354,8,2019-10-01 01:10:17-07:00,1569906909,1569927600,,1,0,35.30441,-120.77233,28,San Luis Obispo,1,Unknown - PG&E will be assessing the cause.,1,PG&E has assigned a crew to assess the outage.
1569917417:631639,631639,631639,8,2019-10-01 01:10:17-07:00,1569882840,1569931200,,7,1,35.35389,-118.95864,2,Bakersfield,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:631794,631794,631794,8,2019-10-01 01:10:17-07:00,1569908932,1569943800,,1,0,36.37987,-119.92783,22,Riverdale,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:632117,632117,632117,8,2019-10-01 01:10:17-07:00,1569907424,1569927600,,8,0,35.54847,-121.08542,3,Cambria,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:632153,632153,632153,8,2019-10-01 01:10:17-07:00,1569911471,1569920400,,1,0,37.89203,-122.03894,33,Walnut Creek,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569917417:632414,632414,632414,8,2019-10-01 01:10:17-07:00,1569906053,1569920400,,1,0,38.31483,-122.33439,15,Napa,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569917417:632474,632474,632474,8,2019-10-01 01:10:17-07:00,1569915321,1569945600,,1,0,36.29815,-119.76184,11,Lemoore,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:632633,632633,632633,8,2019-10-01 01:10:17-07:00,1569899919,1569978000,,1,1,38.37341,-121.54748,5,Clarksburg,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569917417:632634,632634,632634,8,2019-10-01 01:10:17-07:00,1569900004,1569934800,,1,0,40.18335,-122.2206,20,Red Bluff,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:633157,633157,633157,8,2019-10-01 01:10:17-07:00,1569901221,1569924000,,3,0,36.61393,-121.56663,23,Salinas,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:633373,633373,633373,8,2019-10-01 01:10:17-07:00,1569908835,1569973560,,1,0,38.36723,-121.54198,5,Clarksburg,4,Our preliminary determination is that your outage was caused by an emergency issue.,3,PG&E is sending a repair crew to the outage location.
1569917417:633394,633394,633394,8,2019-10-01 01:10:17-07:00,1569909577,1569920400,,1,0,36.45004,-121.35438,31,Soledad,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569917417:633433,633433,633433,8,2019-10-01 01:10:17-07:00,1569915690,1569956400,,1,0,38.65738,-121.77805,34,Woodland,2,Our preliminary determination is that your outage was caused by an equipment issue.,3,PG&E is sending a repair crew to the outage location.
1569917417:633435,633435,633435,8,2019-10-01 01:10:17-07:00,1569907248,1569924000,,13,0,36.81337,-120.25931,8,Firebaugh,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:633444,633444,633444,8,2019-10-01 01:10:17-07:00,1569908466,1569931200,,5,0,37.04293,-122.09002,7,Felton,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:633451,633451,633451,8,2019-10-01 01:10:17-07:00,1569899819,1569927600,,33,0,37.66234,-121.69662,12,Livermore,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569917417:633458,633458,633458,8,2019-10-01 01:10:17-07:00,1569900965,1569924000,,5,0,40.78042,-124.18235,6,Eureka,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:633460,633460,633460,8,2019-10-01 01:10:17-07:00,1569913585,1569931200,,1,0,38.69685,-120.77764,19,Placerville,2,Our preliminary determination is that your outage was caused by an equipment issue.,2,PG&E repair crew is on-site working to restore power.
1569917417:633463,633463,633463,8,2019-10-01 01:10:17-07:00,1569904577,1569934800,,296,0,37.75335,-122.42778,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569917417:633467,633467,633467,8,2019-10-01 01:10:17-07:00,1569905941,1569931200,,48,0,37.76364,-122.38797,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,2,PG&E repair crew is on-site working to restore power.
1569917417:633470,633470,633470,8,2019-10-01 01:10:17-07:00,1569904626,,,97,0,37.75354,-122.42749,25,San Francisco,3,Our preliminary determination is that your outage was caused by scheduled maintenance work.,3,PG&E is sending a repair crew to the outage location.
